Title,Link,authors,year,abstract_text,source_url,title
"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,"Nitin Kumar Singh, Adriana Blachowicz, Aleksandra Checinska, Clay Wang, Kasthuri Venkateswaran",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,"Draft Genome Sequences of Two Aspergillus fumigatus Strains, Isolated from the International Space Station"
Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,"Adriana Blachowicz, Abby J Chiang, Jillian Romsdahl, Markus Kalkum, Clay C C Wang, Kasthuri Venkateswaran",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station
Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,"Aleksandra Checinska Sielaff, Nitin K Singh, Jonathan E Allen, James Thissen, Crystal Jaing, Kasthuri Venkateswaran",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,Draft Genome Sequences of Biosafety Level 2 Opportunistic Pathogens Isolated from the Environmental Surfaces of the International Space Station
Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,"Nitin K Singh, Adriana Blachowicz, Jillian Romsdahl, Clay Wang, Tamas Torok, Kasthuri Venkateswaran",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station
Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/,"A Blachowicz, T Mayer, M Bashir, T R Pieber, P De León, K Venkateswaran",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/,Human presence impacts fungal diversity of inflated lunar/Mars analog habitat
Whole metagenome profiles of particulates collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/,"Nicholas A Be, Aram Avila-Herrera, Jonathan E Allen, Nitin Singh, Aleksandra Checinska Sielaff, Crystal Jaing, Kasthuri Venkateswaran",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/,Erratum to: Whole metagenome profiles of particulates collected from the International Space Station
Microbial Characteristics of ISS Environmental Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,"Jiseon Yang, Jennifer Barrila, C Mark Ott, Olivia King, Rebekah Bruce, Robert J C McLean, Cheryl A Nickerson",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water
"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/,"Kasthuri Venkateswaran, Aleksandra Checinska Sielaff, Shashikala Ratnayake, Robert K Pope, Thomas E Blank, Victor G Stepanov, George E Fox, Sandra P van Tongeren, Clinton Torres, Jonathan Allen, Crystal Jaing, Duane Pierson, Jay Perry, Sergey Koren, Adam Phillippy, Joy Klubnik, Todd J Treangen, M J Rosovitz, Nicholas H Bergman",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/,"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station"
Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/,"Arman Seuylemezian, Parag Vaishampayan, Kerry Cooper, Kasthuri Venkateswaran",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/,Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces
KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/,"Jeremiah J Minich, Qiyun Zhu, Stefan Janssen, Ryan Hendrickson, Amnon Amir, Russ Vetter, John Hyde, Megan M Doty, Kristina Stillwell, James Benardini, Jae H Kim, Eric E Allen, Kasthuri Venkateswaran, Rob Knight",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/,KatharoSeq Enables High-Throughput Microbiome Analysis from Low-Biomass Samples
Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/,"Camilla Urbaniak, Sanjeet Dadwal, Karine Bagramyan, Kasthuri Venkateswaran",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/,Draft Genome Sequence of a Clinical Isolate of Fusarium fujikuroi Isolated from a Male Patient with Acute Myeloid Leukemia
"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,"Arman Seuylemezian, Nitin K Singh, Parag Vaishampayan, Kasthuri Venkateswaran",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station"
Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,"Camilla Urbaniak, Michael D Morrison, James B Thissen, Fathi Karouia, David J Smith, Satish Mehta, Crystal Jaing, Kasthuri Venkateswaran",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,"Microbial Tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station"
Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,"Camilla Urbaniak, Gioia Massa, Mary Hummerick, Christina Khodadad, Andrew Schuerger, Kasthuri Venkateswaran",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,Draft Genome Sequences of Two Fusarium oxysporum Isolates Cultured from Infected Zinnia hybrida Plants Grown on the International Space Station
Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,"Jillian Romsdahl, Adriana Blachowicz, Yi-Ming Chiang, Kasthuri Venkateswaran, Clay C C Wang",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,Metabolomic Analysis of Aspergillus niger Isolated From the International Space Station Reveals Enhanced Production Levels of the Antioxidant Pyranonigrin A
Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,"Nitin K Singh, Daniela Bezdan, Aleksandra Checinska Sielaff, Kevin Wheeler, Christopher E Mason, Kasthuri Venkateswaran",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains
Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,"Nitin Kumar Singh, Jason M Wood, Fathi Karouia, Kasthuri Venkateswaran",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,Correction to: Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces
"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,"Jillian Romsdahl, Adriana Blachowicz, Abby J Chiang, Yi-Ming Chiang, Sawyer Masonjones, Junko Yaegashi, Stefanie Countryman, Fathi Karouia, Markus Kalkum, Jason E Stajich, Kasthuri Venkateswaran, Clay CC Wang",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans"
Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,"Adriana Blachowicz, Abby J Chiang, Jillian Romsdahl, Markus Kalkum, Clay C C Wang, Kasthuri Venkateswaran",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station
Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,"Camilla Urbaniak, Peter van Dam, Alexander Zaborin, Olga Zaborina, Jack A Gilbert, Tamas Torok, Clay C C Wang, Kasthuri Venkateswaran",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station
Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,"Aleksandra Checinska Sielaff, Camilla Urbaniak, Ganesh Babu Malli Mohan, Victor G Stepanov, Quyen Tran, Jason M Wood, Jeremiah Minich, Daniel McDonald, Teresa Mayer, Rob Knight, Fathi Karouia, George E Fox, Kasthuri Venkateswaran",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces
Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,"Adriana Blachowicz, Abby J Chiang, Andreas Elsaesser, Markus Kalkum, Pascale Ehrenfreund, Jason E Stajich, Tamas Torok, Clay C C Wang, Kasthuri Venkateswaran",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions
MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,"Liu Cao, Alexey Gurevich, Kelsey L Alexander, C Benjamin Naman, Tiago Leão, Evgenia Glukhov, Tal Luzzatto-Knaan, Fernando Vargas, Robby Quinn, Amina Bouslimani, Louis Felix Nothias, Nitin K Singh, Jon G Sanders, Rodolfo A S Benitez, Luke R Thompson, Md-Nafiz Hamid, James T Morton, Alla Mikheenko, Alexander Shlemov, Anton Korobeynikov, Iddo Friedberg, Rob Knight, Kasthuri Venkateswaran, William H Gerwick, Lena Gerwick, Pieter C Dorrestein, Pavel A Pevzner, Hosein Mohimani",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities
Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,"Swati Bijlani, Nitin K Singh, Christopher E Mason, Clay C C Wang, Kasthuri Venkateswaran",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station
Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,"Swati Bijlani, Nitin K Singh, Christopher E Mason, Clay C C Wang, Kasthuri Venkateswaran",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station
Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,"Robert Daudu, Ceth W Parker, Nitin K Singh, Jason M Wood, Marilyne Debieu, Niamh B O’Hara, Christopher E Mason, Kasthuri Venkateswaran",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station
Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,"Achintya R Bharadwaj, Robert Daudu, Nitin K Singh, Jason M Wood, Marilyne Debieu, Niamh B O’Hara, Fathi Karouia, Christopher E Mason, Kasthuri Venkateswaran",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station
Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,"Achintya R Bharadwaj, Nitin K Singh, Jason M Wood, Marilyne Debieu, Niamh B O’Hara, Fathi Karouia, Christopher E Mason, Kasthuri Venkateswaran",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,Draft Genome Sequences of Lactobacillales Isolated from the International Space Station
Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,"Samuel A Solomon, Achintya R Bharadwaj, Nitin K Singh, Jason M Wood, Marilyne Debieu, Niamh B O’Hara, Christopher E Mason, Kasthuri Venkateswaran",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station
Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,"Robert Daudu, Nitin K Singh, Jason M Wood, Marilyne Debieu, Niamh B O'Hara, Christopher E Mason, Kasthuri Venkateswaran",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station
Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,"Snehit Mhatre, Jason M Wood, Aleksandra Checinska Sielaff, Maximilian Mora, Stefanie Duller, Nitin Kumar Singh, Fathi Karouia, Christine Moissl-Eichinger, Kasthuri Venkateswaran",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,Assessing the Risk of Transfer of Microorganisms at the International Space Station Due to Cargo Delivery by Commercial Resupply Vehicles
"Methylobacterium ajmalii sp. nov., isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,"Swati Bijlani, Nitin K Singh, V V Ramprasad Eedara, Appa Rao Podile, Christopher E Mason, Clay C C Wang, Kasthuri Venkateswaran",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,"Methylobacterium ajmalii sp. nov., Isolated From the International Space Station"
Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,"Adriana Blachowicz, Nitin Kumar Singh, Jason M Wood, Marilyne Debieu, Niamh B O’Hara, Christopher E Mason, Kasthuri Venkateswaran",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule
Advances in Space Microbiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,"Maria Cortazar‐Chinarro, Kayla C King, Mette Lillie",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,MHC Diversity Across Time and Space
Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,"Donatella Tesei, Abby J Chiang, Markus Kalkum, Jason E Stajich, Ganesh Babu Malli Mohan, Katja Sterflinger, Kasthuri Venkateswaran",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,Effects of Simulated Microgravity on the Proteome and Secretome of the Polyextremotolerant Black Fungus Knufia chersonesos
Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,"Anna C Simpson, Camilla Urbaniak, Nitin K Singh, Jason M Wood, Marilyne Debieu, Niamh B O’Hara, Christopher E Mason, Kasthuri Venkateswaran",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station
Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,"Natasha J Haveman, Christina L M Khodadad, Anirudha R Dixit, Artemis S Louyakis, Gioia D Massa, Kasthuri Venkateswaran, Jamie S Foster",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications
